workload,workload_class,comm_volume_gb,latency_sensitivity,network_config,available_bandwidth_gbps,network_congestion,network_grade,measured_latency_ms,throughput_gbps,run
HydroNet-3D,collective,10.5,high,100Gbps-moderate,100,0.4,2,216.26423117242283,64.24341790253304,1
HydroNet-3D,collective,10.5,high,100Gbps-moderate,100,0.4,2,255.16038389000457,58.64962772583257,2
HydroNet-3D,collective,10.5,high,100Gbps-moderate,100,0.4,2,246.91804984085294,62.476508244979684,3
HydroNet-3D,collective,10.5,high,100Gbps-moderate,100,0.4,2,226.86711152659137,57.46054714873778,4
HydroNet-3D,collective,10.5,high,InfiniBand-200Gbps,200,0.15,2,81.29105546446398,152.94166384489822,0
HydroNet-3D,collective,10.5,high,InfiniBand-200Gbps,200,0.15,2,79.3336416964888,151.55048745712168,1
HydroNet-3D,collective,10.5,high,InfiniBand-200Gbps,200,0.15,2,80.00945070647384,169.5152758407542,2
HydroNet-3D,collective,10.5,high,InfiniBand-200Gbps,200,0.15,2,71.87199750923169,185.84045522061754,3
HydroNet-3D,collective,10.5,high,InfiniBand-200Gbps,200,0.15,2,75.31429501379912,158.9805668566044,4
HydroNet-3D,collective,10.5,high,Ethernet-100Gbps,100,0.35,2,230.43740130386126,70.97291421702933,0
HydroNet-3D,collective,10.5,high,Ethernet-100Gbps,100,0.35,2,216.56145642290875,65.32073521920944,1
HydroNet-3D,collective,10.5,high,Ethernet-100Gbps,100,0.35,2,233.04112572703755,68.60414915776835,2
HydroNet-3D,collective,10.5,high,Ethernet-100Gbps,100,0.35,2,230.16216593513872,63.09145523676672,3
HydroNet-3D,collective,10.5,high,Ethernet-100Gbps,100,0.35,2,218.70870286625694,65.44794819184115,4
HydroNet-3D,collective,10.5,high,Ethernet-50Gbps,50,0.5,2,533.7324082313629,19.157299033010787,0
HydroNet-3D,collective,10.5,high,Ethernet-50Gbps,50,0.5,2,576.2750628369654,26.80786968217239,1
HydroNet-3D,collective,10.5,high,Ethernet-50Gbps,50,0.5,2,497.33430265989205,22.980538590580124,2
HydroNet-3D,collective,10.5,high,Ethernet-50Gbps,50,0.5,2,581.4239055532471,29.114990939423397,3
HydroNet-3D,collective,10.5,high,Ethernet-50Gbps,50,0.5,2,564.5511897550073,23.54399411754173,4
SeismoNet,collective,14.2,high,200Gbps-uncongested,200,0.0,2,68.70187268952911,221.99802270637096,0
SeismoNet,collective,14.2,high,200Gbps-uncongested,200,0.0,2,67.09651090244911,187.21292789359595,1
SeismoNet,collective,14.2,high,200Gbps-uncongested,200,0.0,2,67.66236376587284,184.7467422678606,2
SeismoNet,collective,14.2,high,200Gbps-uncongested,200,0.0,2,69.76121056814601,225.99485533551297,3
SeismoNet,collective,14.2,high,200Gbps-uncongested,200,0.0,2,70.45598771441593,195.96234396597941,4
SeismoNet,collective,14.2,high,200Gbps-light,200,0.2,2,116.15128807821748,139.9911576486828,0
SeismoNet,collective,14.2,high,200Gbps-light,200,0.2,2,123.07574951668272,159.00368387823613,1
SeismoNet,collective,14.2,high,200Gbps-light,200,0.2,2,116.8074255092584,200.8717768684142,2
SeismoNet,collective,14.2,high,200Gbps-light,200,0.2,2,119.63181035350287,150.37707455878166,3
SeismoNet,collective,14.2,high,200Gbps-light,200,0.2,2,115.3583319403316,174.70010507771846,4
SeismoNet,collective,14.2,high,200Gbps-moderate,200,0.4,2,167.3486952126775,106.19253140815329,0
SeismoNet,collective,14.2,high,200Gbps-moderate,200,0.4,2,174.05452199470776,113.58581677882566,1
SeismoNet,collective,14.2,high,200Gbps-moderate,200,0.4,2,181.99267290368508,130.3684614308606,2
SeismoNet,collective,14.2,high,200Gbps-moderate,200,0.4,2,162.6843920400268,132.29775707265708,3
SeismoNet,collective,14.2,high,200Gbps-moderate,200,0.4,2,166.97082905243505,128.18662728117332,4
SeismoNet,collective,14.2,high,200Gbps-heavy,200,0.6,2,220.1508639202399,74.5833174080584,0
SeismoNet,collective,14.2,high,200Gbps-heavy,200,0.6,2,208.02513095248665,86.59174923251942,1
SeismoNet,collective,14.2,high,200Gbps-heavy,200,0.6,2,211.34355221696046,77.41664983525122,2
SeismoNet,collective,14.2,high,200Gbps-heavy,200,0.6,2,204.67663673267614,82.71103401979815,3
SeismoNet,collective,14.2,high,200Gbps-heavy,200,0.6,2,237.1075065783895,73.16778934877266,4
SeismoNet,collective,14.2,high,100Gbps-moderate,100,0.4,2,333.2155268961951,66.77865866599407,0
SeismoNet,collective,14.2,high,100Gbps-moderate,100,0.4,2,331.4872174738018,62.171384621998726,1
SeismoNet,collective,14.2,high,100Gbps-moderate,100,0.4,2,315.1336076956809,62.05587406659671,2
SeismoNet,collective,14.2,high,100Gbps-moderate,100,0.4,2,329.69830246515875,64.73150397926334,3
SeismoNet,collective,14.2,high,100Gbps-moderate,100,0.4,2,352.5713460143198,72.42990548168935,4
SeismoNet,collective,14.2,high,InfiniBand-200Gbps,200,0.15,2,108.80174715965332,174.43082990551747,0
SeismoNet,collective,14.2,high,InfiniBand-200Gbps,200,0.15,2,106.76498829361748,165.19693841777465,1
SeismoNet,collective,14.2,high,InfiniBand-200Gbps,200,0.15,2,107.52682315189524,165.9825408221092,2
SeismoNet,collective,14.2,high,InfiniBand-200Gbps,200,0.15,2,106.6279351662887,187.91932648426825,3
SeismoNet,collective,14.2,high,InfiniBand-200Gbps,200,0.15,2,100.41584979220443,185.50234843135502,4
SeismoNet,collective,14.2,high,Ethernet-100Gbps,100,0.35,2,328.86438015263815,64.38604365964639,0
SeismoNet,collective,14.2,high,Ethernet-100Gbps,100,0.35,2,275.8105441727653,61.83932566710895,1
SeismoNet,collective,14.2,high,Ethernet-100Gbps,100,0.35,2,328.55397592704986,64.88108607604582,2
SeismoNet,collective,14.2,high,Ethernet-100Gbps,100,0.35,2,293.1284404153526,62.375170409613276,3
SeismoNet,collective,14.2,high,Ethernet-100Gbps,100,0.35,2,321.5133738952203,67.84301455464717,4
SeismoNet,collective,14.2,high,Ethernet-50Gbps,50,0.5,2,753.5836928978744,24.266351176370623,0
SeismoNet,collective,14.2,high,Ethernet-50Gbps,50,0.5,2,747.75570730453,23.155179631002994,1
SeismoNet,collective,14.2,high,Ethernet-50Gbps,50,0.5,2,824.29728581424,24.35535906157732,2
SeismoNet,collective,14.2,high,Ethernet-50Gbps,50,0.5,2,809.1113674201521,28.042632103844902,3
SeismoNet,collective,14.2,high,Ethernet-50Gbps,50,0.5,2,800.7656646217557,24.136759374563905,4
Pangeo,collective,9.7,high,200Gbps-uncongested,200,0.0,2,48.31938034088504,199.61287029774536,0
Pangeo,collective,9.7,high,200Gbps-uncongested,200,0.0,2,45.22316698020453,205.18974850754566,1
Pangeo,collective,9.7,high,200Gbps-uncongested,200,0.0,2,44.57112158831785,219.002870215385,2
Pangeo,collective,9.7,high,200Gbps-uncongested,200,0.0,2,46.262991263722064,203.21855449396543,3
Pangeo,collective,9.7,high,200Gbps-uncongested,200,0.0,2,48.03415340673769,195.85752042073477,4
Pangeo,collective,9.7,high,200Gbps-light,200,0.2,2,82.87953632478694,153.92123319523168,0
Pangeo,collective,9.7,high,200Gbps-light,200,0.2,2,84.02531553590576,142.7714600928416,1
Pangeo,collective,9.7,high,200Gbps-light,200,0.2,2,81.02636700847665,184.81829118794604,2
Pangeo,collective,9.7,high,200Gbps-light,200,0.2,2,76.49036534600931,151.3248643772819,3
Pangeo,collective,9.7,high,200Gbps-light,200,0.2,2,82.58650889669813,162.29864680882685,4
Pangeo,collective,9.7,high,200Gbps-moderate,200,0.4,2,115.6647140407931,124.69619644941757,0
Pangeo,collective,9.7,high,200Gbps-moderate,200,0.4,2,117.27937397170851,130.65311848277975,1
Pangeo,collective,9.7,high,200Gbps-moderate,200,0.4,2,116.0011177571523,117.683926515662,2
Pangeo,collective,9.7,high,200Gbps-moderate,200,0.4,2,117.49451068457023,138.23886657499406,3
Pangeo,collective,9.7,high,200Gbps-moderate,200,0.4,2,112.91803866802094,110.64451867516183,4
Pangeo,collective,9.7,high,200Gbps-heavy,200,0.6,2,154.95359270641097,79.22956055069697,0
Pangeo,collective,9.7,high,200Gbps-heavy,200,0.6,2,130.87593426546823,85.4234987337627,1
Pangeo,collective,9.7,high,200Gbps-heavy,200,0.6,2,142.89616246297987,79.42058699325338,2
Pangeo,collective,9.7,high,200Gbps-heavy,200,0.6,2,149.26334192876226,81.21919795058602,3
Pangeo,collective,9.7,high,200Gbps-heavy,200,0.6,2,152.0344765970144,77.212887228353,4
Pangeo,collective,9.7,high,100Gbps-moderate,100,0.4,2,233.1763198152047,58.7541759475972,0
Pangeo,collective,9.7,high,100Gbps-moderate,100,0.4,2,235.74194726321346,62.95376392326266,1
Pangeo,collective,9.7,high,100Gbps-moderate,100,0.4,2,216.7104428791025,65.21271415764016,2
Pangeo,collective,9.7,high,100Gbps-moderate,100,0.4,2,221.2513530262427,63.878677431749495,3
Pangeo,collective,9.7,high,100Gbps-moderate,100,0.4,2,231.5187737578043,68.82328164861659,4
Pangeo,collective,9.7,high,InfiniBand-200Gbps,200,0.15,2,71.42196764056747,165.24929157279252,0
Pangeo,collective,9.7,high,InfiniBand-200Gbps,200,0.15,2,72.15887096677386,165.87675495345385,1
Pangeo,collective,9.7,high,InfiniBand-200Gbps,200,0.15,2,75.11795424425726,148.01817572526238,2
Pangeo,collective,9.7,high,InfiniBand-200Gbps,200,0.15,2,68.42368232782655,155.47788026652296,3
Pangeo,collective,9.7,high,InfiniBand-200Gbps,200,0.15,2,75.66099244488991,193.26434186711418,4
Pangeo,collective,9.7,high,Ethernet-100Gbps,100,0.35,2,209.66588122114987,64.12212703941195,0
Pangeo,collective,9.7,high,Ethernet-100Gbps,100,0.35,2,211.50483438007333,71.04176717356259,1
Pangeo,collective,9.7,high,Ethernet-100Gbps,100,0.35,2,200.99384813541596,66.23951871022088,2
Pangeo,collective,9.7,high,Ethernet-100Gbps,100,0.35,2,221.04355607655236,67.60568968368719,3
Pangeo,collective,9.7,high,Ethernet-100Gbps,100,0.35,2,212.7644752149621,70.20543968134913,4
Pangeo,collective,9.7,high,Ethernet-50Gbps,50,0.5,2,450.57742049242705,26.355750639061814,0
Pangeo,collective,9.7,high,Ethernet-50Gbps,50,0.5,2,503.9575499536875,21.338734206287086,1
Pangeo,collective,9.7,high,Ethernet-50Gbps,50,0.5,2,534.3128216233681,27.747317090325918,2
Pangeo,collective,9.7,high,Ethernet-50Gbps,50,0.5,2,517.4155867893617,26.905749094405877,3
Pangeo,collective,9.7,high,Ethernet-50Gbps,50,0.5,2,562.995627472507,27.629828907168097,4
DLRM,sparse,2.1,low,200Gbps-uncongested,200,0.0,1,11.094708376874982,211.87403985715028,0
DLRM,sparse,2.1,low,200Gbps-uncongested,200,0.0,1,10.292580723069666,174.3685470096453,1
DLRM,sparse,2.1,low,200Gbps-uncongested,200,0.0,1,10.127751165753688,186.50805447494093,2
DLRM,sparse,2.1,low,200Gbps-uncongested,200,0.0,1,11.36693840496714,197.1858270010826,3
DLRM,sparse,2.1,low,200Gbps-uncongested,200,0.0,1,10.317072776915873,208.82376601664748,4
DLRM,sparse,2.1,low,200Gbps-light,200,0.2,1,11.92046278304768,181.69665331751364,0
DLRM,sparse,2.1,low,200Gbps-light,200,0.2,1,11.524225135452852,162.4909754270367,1
DLRM,sparse,2.1,low,200Gbps-light,200,0.2,1,11.45296427081044,143.10371185637496,2
DLRM,sparse,2.1,low,200Gbps-light,200,0.2,1,11.53069592152215,159.52592899778034,3
DLRM,sparse,2.1,low,200Gbps-light,200,0.2,1,11.639213813739248,151.13701145761465,4
DLRM,sparse,2.1,low,200Gbps-moderate,200,0.4,1,12.583419919604902,119.20218650276453,0
DLRM,sparse,2.1,low,200Gbps-moderate,200,0.4,1,12.516824981246597,127.29653725142018,1
DLRM,sparse,2.1,low,200Gbps-moderate,200,0.4,1,13.590947996858993,106.00750560513667,2
DLRM,sparse,2.1,low,200Gbps-moderate,200,0.4,1,13.32589659141059,112.7792985063304,3
DLRM,sparse,2.1,low,200Gbps-moderate,200,0.4,1,13.751160093477043,132.8683242818222,4
DLRM,sparse,2.1,low,200Gbps-heavy,200,0.6,1,13.752920889731696,80.73616690654347,0
DLRM,sparse,2.1,low,200Gbps-heavy,200,0.6,1,15.054274236176484,84.29657648928298,1
DLRM,sparse,2.1,low,200Gbps-heavy,200,0.6,1,15.337552519668638,75.18739627687155,2
DLRM,sparse,2.1,low,200Gbps-heavy,200,0.6,1,14.933686613268591,74.90543451645766,3
DLRM,sparse,2.1,low,200Gbps-heavy,200,0.6,1,15.992243697940538,80.13639455150043,4
DLRM,sparse,2.1,low,100Gbps-moderate,100,0.4,1,29.64360379927116,59.70882809368982,0
DLRM,sparse,2.1,low,100Gbps-moderate,100,0.4,1,26.111472872130957,52.73417091545843,1
DLRM,sparse,2.1,low,100Gbps-moderate,100,0.4,1,24.62973477413014,52.39614747357365,2
DLRM,sparse,2.1,low,100Gbps-moderate,100,0.4,1,27.431872595997962,62.44188011150368,3
DLRM,sparse,2.1,low,100Gbps-moderate,100,0.4,1,24.930146178694788,64.29618390756535,4
DLRM,sparse,2.1,low,InfiniBand-200Gbps,200,0.15,1,11.206992286728651,171.99638496300346,0
DLRM,sparse,2.1,low,InfiniBand-200Gbps,200,0.15,1,12.410142313881046,182.19701469577126,1
DLRM,sparse,2.1,low,InfiniBand-200Gbps,200,0.15,1,11.330179667022826,157.8797857343521,2
DLRM,sparse,2.1,low,InfiniBand-200Gbps,200,0.15,1,10.24876225001794,160.21951485830309,3
DLRM,sparse,2.1,low,InfiniBand-200Gbps,200,0.15,1,11.363140058173162,156.5743584307439,4
DLRM,sparse,2.1,low,Ethernet-100Gbps,100,0.35,1,26.07772523069135,65.39962979138559,0
DLRM,sparse,2.1,low,Ethernet-100Gbps,100,0.35,1,25.954876523876898,61.61998657971801,1
DLRM,sparse,2.1,low,Ethernet-100Gbps,100,0.35,1,26.471359256956326,67.29809137776093,2
DLRM,sparse,2.1,low,Ethernet-100Gbps,100,0.35,1,24.818851210856266,72.33684837468061,3
DLRM,sparse,2.1,low,Ethernet-100Gbps,100,0.35,1,26.12060307637691,65.0980180393132,4
DLRM,sparse,2.1,low,Ethernet-50Gbps,50,0.5,1,59.455225004271746,25.466432262527007,0
DLRM,sparse,2.1,low,Ethernet-50Gbps,50,0.5,1,60.15841963252435,25.57424833040365,1
DLRM,sparse,2.1,low,Ethernet-50Gbps,50,0.5,1,55.66350988140342,25.723007050412207,2
DLRM,sparse,2.1,low,Ethernet-50Gbps,50,0.5,1,54.13812983445044,25.217119411553046,3
DLRM,sparse,2.1,low,Ethernet-50Gbps,50,0.5,1,57.32646858154812,24.58376628545492,4
Wide & Deep,sparse,1.8,low,200Gbps-uncongested,200,0.0,0,8.73257628891844,169.89041527203776,0
Wide & Deep,sparse,1.8,low,200Gbps-uncongested,200,0.0,0,8.547923624527899,201.48551841825784,1
Wide & Deep,sparse,1.8,low,200Gbps-uncongested,200,0.0,0,8.859311891014482,183.55719774518465,2
Wide & Deep,sparse,1.8,low,200Gbps-uncongested,200,0.0,0,9.345281766004994,186.141202428568,3
Wide & Deep,sparse,1.8,low,200Gbps-uncongested,200,0.0,0,9.215093496325226,206.83510978994696,4
Wide & Deep,sparse,1.8,low,200Gbps-light,200,0.2,0,9.865888031505406,182.72397942540175,0
Wide & Deep,sparse,1.8,low,200Gbps-light,200,0.2,0,9.58683747443664,171.76517342220802,1
Wide & Deep,sparse,1.8,low,200Gbps-light,200,0.2,0,10.70537497072113,151.41606132381895,2
Wide & Deep,sparse,1.8,low,200Gbps-light,200,0.2,0,10.905143443978107,156.7994046131334,3
Wide & Deep,sparse,1.8,low,200Gbps-light,200,0.2,0,10.342478588363367,163.33211953627165,4
Wide & Deep,sparse,1.8,low,200Gbps-moderate,200,0.4,0,11.523652937076655,127.78375942233392,0
Wide & Deep,sparse,1.8,low,200Gbps-moderate,200,0.4,0,12.061847949226577,103.21409305691347,1
Wide & Deep,sparse,1.8,low,200Gbps-moderate,200,0.4,0,12.358181742450805,104.04007691485752,2
Wide & Deep,sparse,1.8,low,200Gbps-moderate,200,0.4,0,12.200519966190374,130.81636931354478,3
Wide & Deep,sparse,1.8,low,200Gbps-moderate,200,0.4,0,10.968716738722824,116.05618283563598,4
Wide & Deep,sparse,1.8,low,200Gbps-heavy,200,0.6,0,12.288672549598013,78.6245054061521,0
Wide & Deep,sparse,1.8,low,200Gbps-heavy,200,0.6,0,12.807469889387008,84.98982740652379,1
Wide & Deep,sparse,1.8,low,200Gbps-heavy,200,0.6,0,13.8600250243317,88.93237638905572,2
Wide & Deep,sparse,1.8,low,200Gbps-heavy,200,0.6,0,12.642183685838722,78.66098000803503,3
Wide & Deep,sparse,1.8,low,200Gbps-heavy,200,0.6,0,11.912920082012546,74.84243157442438,4
Wide & Deep,sparse,1.8,low,100Gbps-moderate,100,0.4,0,24.32250365246072,67.75479755303151,0
Wide & Deep,sparse,1.8,low,100Gbps-moderate,100,0.4,0,21.77108744160806,57.156171556066106,1
Wide & Deep,sparse,1.8,low,100Gbps-moderate,100,0.4,0,23.172490196028118,61.344773562334105,2
Wide & Deep,sparse,1.8,low,100Gbps-moderate,100,0.4,0,22.263858416340902,62.035493013427626,3
Wide & Deep,sparse,1.8,low,100Gbps-moderate,100,0.4,0,22.65339731999976,59.93062909978426,4
Wide & Deep,sparse,1.8,low,InfiniBand-200Gbps,200,0.15,0,10.112624278314323,170.08734286942877,0
Wide & Deep,sparse,1.8,low,InfiniBand-200Gbps,200,0.15,0,9.628966319506455,168.5093066666087,1
Wide & Deep,sparse,1.8,low,InfiniBand-200Gbps,200,0.15,0,9.800258856016127,164.96784999360307,2
Wide & Deep,sparse,1.8,low,InfiniBand-200Gbps,200,0.15,0,9.716373812906038,191.74160151886414,3
Wide & Deep,sparse,1.8,low,InfiniBand-200Gbps,200,0.15,0,10.119827540783579,165.9814676748034,4
Wide & Deep,sparse,1.8,low,Ethernet-100Gbps,100,0.35,0,23.28407370507458,63.26413865326875,0
Wide & Deep,sparse,1.8,low,Ethernet-100Gbps,100,0.35,0,23.81976521728497,66.9221393994301,1
Wide & Deep,sparse,1.8,low,Ethernet-100Gbps,100,0.35,0,22.379285087995243,67.32812801421343,2
Wide & Deep,sparse,1.8,low,Ethernet-100Gbps,100,0.35,0,20.73276432892294,59.14080916166902,3
Wide & Deep,sparse,1.8,low,Ethernet-100Gbps,100,0.35,0,21.156834367801064,65.74330409277127,4
Wide & Deep,sparse,1.8,low,Ethernet-50Gbps,50,0.5,0,53.482361131545346,29.462600292385265,0
Wide & Deep,sparse,1.8,low,Ethernet-50Gbps,50,0.5,0,50.78895388245186,26.001688949888912,1
Wide & Deep,sparse,1.8,low,Ethernet-50Gbps,50,0.5,0,44.78645948235849,23.914652400531956,2
Wide & Deep,sparse,1.8,low,Ethernet-50Gbps,50,0.5,0,47.280063423038314,23.75830480349777,3
Wide & Deep,sparse,1.8,low,Ethernet-50Gbps,50,0.5,0,48.80495857145149,24.055818844605746,4
NCF,sparse,1.5,low,200Gbps-uncongested,200,0.0,0,6.5993775108487105,211.96656409788056,0
NCF,sparse,1.5,low,200Gbps-uncongested,200,0.0,0,6.931368520847239,203.8279498257784,1
NCF,sparse,1.5,low,200Gbps-uncongested,200,0.0,0,8.08377050894164,185.28984653461723,2
NCF,sparse,1.5,low,200Gbps-uncongested,200,0.0,0,6.397599784150514,195.42393244991823,3
NCF,sparse,1.5,low,200Gbps-uncongested,200,0.0,0,7.727402210082484,231.3335592675295,4
NCF,sparse,1.5,low,200Gbps-light,200,0.2,0,7.973775318762891,166.35775005742747,0
NCF,sparse,1.5,low,200Gbps-light,200,0.2,0,8.29842768681707,158.64386106490707,1
NCF,sparse,1.5,low,200Gbps-light,200,0.2,0,9.619423199172276,140.76197979654205,2
NCF,sparse,1.5,low,200Gbps-light,200,0.2,0,8.60388354760756,165.98647259859752,3
NCF,sparse,1.5,low,200Gbps-light,200,0.2,0,8.957340870457635,161.25418436442746,4
NCF,sparse,1.5,low,200Gbps-moderate,200,0.4,0,9.816879899467315,116.2401737527508,0
NCF,sparse,1.5,low,200Gbps-moderate,200,0.4,0,9.79806429288704,116.70535415522487,1
NCF,sparse,1.5,low,200Gbps-moderate,200,0.4,0,9.968435630350337,116.45174077398111,2
NCF,sparse,1.5,low,200Gbps-moderate,200,0.4,0,9.850258491192951,119.71907698862421,3
NCF,sparse,1.5,low,200Gbps-moderate,200,0.4,0,10.21229968176975,119.50662025355054,4
NCF,sparse,1.5,low,200Gbps-heavy,200,0.6,0,9.87887400404803,88.07629760456955,0
NCF,sparse,1.5,low,200Gbps-heavy,200,0.6,0,10.34894391896606,75.81589543264755,1
NCF,sparse,1.5,low,200Gbps-heavy,200,0.6,0,10.516999982232287,88.79640379629323,2
NCF,sparse,1.5,low,200Gbps-heavy,200,0.6,0,9.682325010978344,100.08159061542398,3
NCF,sparse,1.5,low,200Gbps-heavy,200,0.6,0,11.412218290069978,81.42872905042663,4
NCF,sparse,1.5,low,100Gbps-moderate,100,0.4,0,19.28286615174793,61.370659559316756,0
NCF,sparse,1.5,low,100Gbps-moderate,100,0.4,0,19.839757035249555,63.097034812560274,1
NCF,sparse,1.5,low,100Gbps-moderate,100,0.4,0,19.873094161468178,60.4299872700252,2
NCF,sparse,1.5,low,100Gbps-moderate,100,0.4,0,19.14515133192944,59.273888238463144,3
NCF,sparse,1.5,low,100Gbps-moderate,100,0.4,0,19.147500783643405,65.4420964649619,4
NCF,sparse,1.5,low,InfiniBand-200Gbps,200,0.15,0,8.44657599937301,130.0107145685658,0
NCF,sparse,1.5,low,InfiniBand-200Gbps,200,0.15,0,8.472146802873535,172.64841224817533,1
NCF,sparse,1.5,low,InfiniBand-200Gbps,200,0.15,0,8.195451486613987,164.71614903799116,2
NCF,sparse,1.5,low,InfiniBand-200Gbps,200,0.15,0,8.664186857806763,182.88635988487087,3
NCF,sparse,1.5,low,InfiniBand-200Gbps,200,0.15,0,7.886124394056723,175.53591110489367,4
NCF,sparse,1.5,low,Ethernet-100Gbps,100,0.35,0,17.839071811367543,57.825985543097566,0
NCF,sparse,1.5,low,Ethernet-100Gbps,100,0.35,0,18.162452601946907,69.48444605639034,1
NCF,sparse,1.5,low,Ethernet-100Gbps,100,0.35,0,19.643554730040083,67.66804418450592,2
NCF,sparse,1.5,low,Ethernet-100Gbps,100,0.35,0,19.42977730017,67.68412709299778,3
NCF,sparse,1.5,low,Ethernet-100Gbps,100,0.35,0,18.148611004478482,67.24599723230449,4
NCF,sparse,1.5,low,Ethernet-50Gbps,50,0.5,0,42.65708984665833,26.50858265962715,0
NCF,sparse,1.5,low,Ethernet-50Gbps,50,0.5,0,43.45382625009448,26.416607694402128,1
NCF,sparse,1.5,low,Ethernet-50Gbps,50,0.5,0,41.736368394372384,27.140300476632856,2
NCF,sparse,1.5,low,Ethernet-50Gbps,50,0.5,0,40.96123569880564,23.236250697544563,3
NCF,sparse,1.5,low,Ethernet-50Gbps,50,0.5,0,40.681210327849705,23.510194710387104,4
DeepFM,sparse,2.3,low,200Gbps-uncongested,200,0.0,1,10.851340324111066,197.6877012685517,0
DeepFM,sparse,2.3,low,200Gbps-uncongested,200,0.0,1,10.785506392016623,195.07261552577535,1
DeepFM,sparse,2.3,low,200Gbps-uncongested,200,0.0,1,10.167159732911692,203.41269931796703,2
DeepFM,sparse,2.3,low,200Gbps-uncongested,200,0.0,1,11.231145652669218,186.92658190290894,3
DeepFM,sparse,2.3,low,200Gbps-uncongested,200,0.0,1,11.60065064389515,215.00112220202493,4
DeepFM,sparse,2.3,low,200Gbps-light,200,0.2,1,11.980232002408101,150.23712283435248,0
DeepFM,sparse,2.3,low,200Gbps-light,200,0.2,1,12.526349660831908,147.96924030580652,1
DeepFM,sparse,2.3,low,200Gbps-light,200,0.2,1,13.567636444891091,157.51902542370811,2
DeepFM,sparse,2.3,low,200Gbps-light,200,0.2,1,12.855047461763501,134.35056173559354,3
DeepFM,sparse,2.3,low,200Gbps-light,200,0.2,1,13.441234205224175,144.13749254587555,4
DeepFM,sparse,2.3,low,200Gbps-moderate,200,0.4,1,14.868641471066548,122.66281860439865,0
DeepFM,sparse,2.3,low,200Gbps-moderate,200,0.4,1,15.832753783439001,107.43532416845652,1
DeepFM,sparse,2.3,low,200Gbps-moderate,200,0.4,1,12.5861233141914,121.76495562963547,2
DeepFM,sparse,2.3,low,200Gbps-moderate,200,0.4,1,16.158777330826894,131.89388498821862,3
DeepFM,sparse,2.3,low,200Gbps-moderate,200,0.4,1,14.979620601751407,115.28029261793235,4
DeepFM,sparse,2.3,low,200Gbps-heavy,200,0.6,1,17.29185676732261,73.7693043218914,0
DeepFM,sparse,2.3,low,200Gbps-heavy,200,0.6,1,17.016973107150527,83.2350090186664,1
DeepFM,sparse,2.3,low,200Gbps-heavy,200,0.6,1,17.502186163360886,97.6618242490309,2
DeepFM,sparse,2.3,low,200Gbps-heavy,200,0.6,1,16.947212878973758,76.74263279547202,3
DeepFM,sparse,2.3,low,200Gbps-heavy,200,0.6,1,16.599840097973257,68.67791420870964,4
DeepFM,sparse,2.3,low,100Gbps-moderate,100,0.4,1,28.61857955762384,58.035444297057104,0
DeepFM,sparse,2.3,low,100Gbps-moderate,100,0.4,1,28.871517394468057,60.73130338576186,1
DeepFM,sparse,2.3,low,100Gbps-moderate,100,0.4,1,28.429264201800603,65.38094720315746,2
DeepFM,sparse,2.3,low,100Gbps-moderate,100,0.4,1,29.648744457564284,59.95535845853459,3
DeepFM,sparse,2.3,low,100Gbps-moderate,100,0.4,1,29.162359199544326,60.7449152825231,4
DeepFM,sparse,2.3,low,InfiniBand-200Gbps,200,0.15,1,13.097034455513631,158.20702906633176,0
DeepFM,sparse,2.3,low,InfiniBand-200Gbps,200,0.15,1,12.164231426792515,165.86932600863736,1
DeepFM,sparse,2.3,low,InfiniBand-200Gbps,200,0.15,1,11.731698364534424,158.85809310778762,2
DeepFM,sparse,2.3,low,InfiniBand-200Gbps,200,0.15,1,12.278626716247306,181.8916928576931,3
DeepFM,sparse,2.3,low,InfiniBand-200Gbps,200,0.15,1,12.74325146081762,172.6328227945986,4
DeepFM,sparse,2.3,low,Ethernet-100Gbps,100,0.35,1,29.97316582061646,64.28566670032313,0
DeepFM,sparse,2.3,low,Ethernet-100Gbps,100,0.35,1,29.31129322177278,64.46324688475102,1
DeepFM,sparse,2.3,low,Ethernet-100Gbps,100,0.35,1,29.131458377261964,61.969654980419776,2
DeepFM,sparse,2.3,low,Ethernet-100Gbps,100,0.35,1,25.244200334977634,64.30174835663122,3
DeepFM,sparse,2.3,low,Ethernet-100Gbps,100,0.35,1,30.795200445643665,69.81632009165628,4
DeepFM,sparse,2.3,low,Ethernet-50Gbps,50,0.5,1,65.92634755896833,27.47226144361243,0
DeepFM,sparse,2.3,low,Ethernet-50Gbps,50,0.5,1,63.169411565327955,25.39463141481119,1
DeepFM,sparse,2.3,low,Ethernet-50Gbps,50,0.5,1,60.94839931318495,24.3678542879459,2
DeepFM,sparse,2.3,low,Ethernet-50Gbps,50,0.5,1,64.82693662330378,27.407768874337634,3
DeepFM,sparse,2.3,low,Ethernet-50Gbps,50,0.5,1,62.452131828424974,24.099621470297176,4
XGBoost-distributed,sparse,0.9,medium,200Gbps-uncongested,200,0.0,0,4.394647256584702,209.61930798286582,0
XGBoost-distributed,sparse,0.9,medium,200Gbps-uncongested,200,0.0,0,4.077277994501907,163.2611047498042,1
XGBoost-distributed,sparse,0.9,medium,200Gbps-uncongested,200,0.0,0,4.273563680531635,180.46860118537347,2
XGBoost-distributed,sparse,0.9,medium,200Gbps-uncongested,200,0.0,0,4.282879351102886,197.63551489892046,3
XGBoost-distributed,sparse,0.9,medium,200Gbps-uncongested,200,0.0,0,4.29494053512678,223.2394805515319,4
